IATA,City,Country,Latitude,Longitude
NYK,Nanyuki,Kenya,-0.062398899,37.041008
SRX,Sirt,Libya,31.06349945,16.59499931
TOB,Tobruk,Libya,31.861,23.907
MJI,Tripoli,Libya,32.89410019,13.27600002
LAQ,Al Bayda',Libya,32.7887001,21.96430016
ATB,Atbara,Sudan,17.71034431,34.05701828
UYL,Nyala,Sudan,12.05350018,24.95619965
PZU,Port Sudan,Sudan,19.43359947,37.23410034
BKZ,Bukoba,Tanzania,-1.332,31.8212
TKQ,Kigoma,Tanzania,-4.8862,29.6709
LDI,Lindi,Tanzania,-9.85111,39.757801
MUZ,Musoma,Tanzania,-1.503,33.8021
SHY,Shinyanga,Tanzania,-3.6093,33.5035
TBO,Tabora,Tanzania,-5.07638979,32.83330154
RUA,Arua,Uganda,3.049999952,30.91699982
ULU,Gulu,Uganda,2.805560112,32.27180099
DIU,Diu,India,20.71310043,70.9210968
ABR,Aberdeen,United States,45.44910049,-98.42179871
ABY,Albany,United States,31.53549957,-84.19450378
AHN,Athens,United States,33.94860077,-83.32630157
ALM,Alamogordo,United States,32.83990097,-105.9909973
ALO,Waterloo,United States,42.55709839,-92.40029907
ALW,Walla Walla,United States,46.09489822,-118.288002
APN,Alpena,United States,45.0780983,-83.56030273
ATY,Watertown,United States,44.91400146,-97.15470123
BFD,Bradford,United States,41.80310059,-78.64009857
BFF,Scottsbluff,United States,41.87400055,-103.5960007
BKW,Beckley,United States,37.78730011,-81.12419891
BQK,Brunswick,United States,31.25880051,-81.46649933
BRL,Burlington,United States,40.78319931,-91.12550354
CEC,Crescent City,United States,41.78020096,-124.2369995
CGI,Cape Girardeau,United States,37.22529984,-89.57080078
CIU,Sault Ste Marie,United States,46.25080109,-84.47239685
CKB,Clarksburg,United States,39.29660034,-80.22810364
CLM,Port Angeles,United States,48.12020111,-123.5
CMX,Hancock,United States,47.16839981,-88.4890976
DDC,Dodge City,United States,37.76340103,-99.96559906
DUJ,Du Bois,United States,41.17829895,-78.8986969
EAU,Eau Claire,United States,44.86579895,-91.48429871
EKO,Elko,United States,40.82490158,-115.7919998
EWB,New Bedford,United States,41.67610168,-70.95690155
FAY,Fayetteville,United States,34.99119949,-78.88030243
GGW,Glasgow,United States,48.212502,-106.614998
GRI,Grand Island,United States,40.96749878,-98.30960083
HOT,Hot Springs,United States,34.47800064,-93.09619904
HTS,Huntington,United States,38.36669922,-82.55799866
KIO,Kili Island,Marshall Islands,5.644515,169.119507
IRK,Kirksville,United States,40.09349823,-92.54489899
JMS,Jamestown,United States,46.92969894,-98.67819977
LAR,Laramie,United States,41.31209946,-105.6750031
LBE,Latrobe,United States,40.27590179,-79.40480042
LBF,North Platte,United States,41.12620163,-100.6839981
LEB,Lebanon,United States,43.62609863,-72.30419922
LMT,Klamath Falls,United States,42.156101,-121.733002
LNS,Lancaster,United States,40.12170029,-76.2960968
LWT,Lewistown,United States,47.04930115,-109.4670029
LYH,Lynchburg,United States,37.3266983,-79.20040131
MKG,Muskegon,United States,43.16949844,-86.23819733
MLS,Miles City,United States,46.4280014,-105.8860016
MSL,Muscle Shoals,United States,34.74530029,-87.61019897
OTH,North Bend,United States,43.417099,-124.2460022
OWB,Owensboro,United States,37.74010086,-87.16680145
PIB,Hattiesburg/Laurel,United States,31.46710014,-89.33709717
PIH,Pocatello,United States,42.90980148,-112.5960007
PIR,Pierre,United States,44.38270187,-100.2860031
PLN,Pellston,United States,45.57089996,-84.79669952
PSM,Portsmouth,United States,43.07789993,-70.82330322
RDG,Reading,United States,40.37850189,-75.96520233
RHI,Rhinelander,United States,45.63119888,-89.46749878
RKS,Rock Springs,United States,41.5942,-109.065001
RUT,Rutland,United States,43.52939987,-72.94960022
SBP,San Luis Obispo,United States,35.23680115,-120.6419983
SHR,Sheridan,United States,44.76919937,-106.9800034
SLK,Saranac Lake,United States,44.38529968,-74.20619965
SLN,Salina,United States,38.79100037,-97.65219879
SMX,Santa Maria,United States,34.89889908,-120.4570007
TUP,Tupelo,United States,34.26810074,-88.76989746
UIN,Quincy,United States,39.94269943,-91.19460297
VCT,Victoria,United States,28.8526001,-96.91850281
VLD,Valdosta,United States,30.78249931,-83.27670288
WRL,Worland,United States,43.96569824,-107.9509964
YKM,Yakima,United States,46.56819916,-120.5439987
ECN,Nicosia,Cyprus,35.15470123,33.49610138
RJL,Logroño-Agoncillo,Spain,42.46095349,-2.322235107
IDY,Île d'Yeu,France,46.71860123,-2.391109943
ANE,Angers/Marcé,France,47.560299,-0.312222
LTT,La Môle,France,43.205399,6.482
JSY,Syros Island,Greece,37.42279816,24.95089912
PEV,Pécs-Pogány,Hungary,45.990898,18.240996
\N,Győr,Hungary,47.624401,17.813601
SOB,Sármellék,Hungary,46.686391,17.159084
AOT,Aosta,Italy,45.738499,7.36872
QSR,Salerno,Italy,40.620399,14.9113
CVU,Corvo,Portugal,39.671501,-31.1136
BNX,Banja Luka,Bosnia and Herzegovina,44.94139862,17.29750061
USQ,Usak,Turkey,38.68149948,29.47170067
KSY,Kars,Turkey,40.56219864,43.11500168
SFQ,Sanliurfa,Turkey,37.09429932,38.8470993
KCM,Kahramanmaras,Turkey,37.53882599,36.95352173
AJI,Agri,Turkey,39.65454102,43.02597809
ADF,Adiyaman,Turkey,37.73139954,38.46889877
ISE,Isparta,Turkey,37.85540009,30.36840057
EDO,Balikesir Korfez,Turkey,39.55459976,27.01379967
SZF,Samsun,Turkey,41.254501,36.567101
ILZ,Žilina,Slovakia,49.23149872,18.6135006
GDT,Cockburn Town,Turks and Caicos Islands,21.44449997,-71.14230347
MDS,Middle Caicos,Turks and Caicos Islands,21.82602,-71.8025
SLX,Salt Cay,Turks and Caicos Islands,21.33300018,-71.19999695
AZS,Samana,Dominican Republic,19.2670002,-69.74199677
JBQ,La Isabela,Dominican Republic,18.57250023,-69.98560333
PBR,Puerto Barrios,Guatemala,15.7309,-88.583801
AAZ,Quezaltenango,Guatemala,14.8656,-91.501999
UTK,Utirik Island,Marshall Islands,11.222,169.852005
AHS,Ahuas,Honduras,15.4722,-84.352203
PEU,Puerto Lempira,Honduras,15.2622,-83.781197
MIJ,Mili Island,Marshall Islands,6.08333,171.733002
CYW,Celaya,Mexico,20.546,-100.887001
CUA,Ciudad Constitución,Mexico,25.05380058,-111.6149979
GUB,Guerrero Negro,Mexico,28.0261,-114.024002
JAL,Jalapa,Mexico,19.47509956,-96.79750061
CTD,Chitré,Panama,7.987840176,-80.40969849
ONX,Colón,Panama,9.356639862,-79.86740112
JQE,Jaqué,Panama,7.517779827,-78.15720367
PLP,La Palma,Panama,8.406669617,-78.14170074
TTQ,Roxana,Costa Rica,10.42,-83.6095
BCL,Pococi,Costa Rica,10.76869965,-83.58560181
\N,Nicoya,Costa Rica,10.35569954,-85.85289764
PBP,Nandayure,Costa Rica,9.856109619,-85.3707962
PJM,Puerto Jimenez,Costa Rica,8.533329964,-83.30000305
SYQ,San Jose,Costa Rica,9.957050323,-84.13980103
\N,Playa Samara,Costa Rica,9.87,-85.48
JEE,Jeremie,Haiti,18.66309929,-74.17030334
PAX,Port-de-Paix,Haiti,19.93359947,-72.84860229
\N,Cayo Coco,Cuba,22.51320076,-78.51100159
TND,Trinidad,Cuba,21.78829956,-79.99720001
COX,Andros,Bahamas,24.158701,-77.589798
ATC,Arthur's Town,Bahamas,24.6294,-75.673797
TBI,Cat Island,Bahamas,24.3153,-75.452301
CRI,Colonel Hill,Bahamas,22.74559975,-74.18240356
PID,Nassau,Bahamas,25.08300018,-77.30000305
AIU,Atiu Island,Cook Islands,-19.96780014,-158.1190033
MGS,Mangaia Island,Cook Islands,-21.89598656,-157.906662
MHX,Manihiki Island,Cook Islands,-10.3767004,-161.0019989
MUK,Mauke Island,Cook Islands,-20.13610077,-157.3450012
MOI,Mitiaro Island,Cook Islands,-19.84250069,-157.7030029
PYE,Penrhyn Island,Cook Islands,-9.014369965,-158.0324097
ICI,Cicia,Fiji,-17.74329948,-179.3419952
PTF,Malolo Lailai Island,Fiji,-17.7779007,177.1970062
KDV,Vunisea,Fiji,-19.05809975,178.1569977
MNF,Mana Island,Fiji,-17.67309952,177.0980072
MFJ,Moala,Fiji,-18.56669998,179.951004
NGI,Ngau,Fiji,-18.11560059,179.3399963
LKB,Lakeba Island,Fiji,-18.19919968,-178.8170013
LBS,Lambasa,Fiji,-16.4666996,179.3399963
TVU,Matei,Fiji,-16.69059944,-179.8769989
KXF,Koro Island,Fiji,-17.3458004,179.4219971
RTA,Rotuma,Fiji,-12.48250008,177.0709991
SVU,Savusavu,Fiji,-16.80279922,179.3410034
EUA,Eua Island,Tonga,-21.37829971,-174.9579926
HPA,Lifuka,Tonga,-19.77700043,-174.3410034
NFO,"Angaha, Niuafo'ou Island",Tonga,-15.57079983,-175.6329956
NTT,Niuatoputapu,Tonga,-15.977297,-173.791089
VBV,Vanua Balavu,Fiji,-17.2689991,-178.9759979
IUE,Alofi,Niue,-19.07903099,-169.9255981
FUT,Futuna Island,Wallis and Futuna,-14.31140041,-178.0659943
MXS,Savaii Island,Samoa,-13.74230003,-172.2579956
APK,Apataki,French Polynesia,-15.5736,-146.414993
AHE,Ahe,French Polynesia,-14.42809963,-146.2570038
AUQ,Hiva-oa,French Polynesia,-9.768790245,-139.0110016
UAP,Ua Pou,French Polynesia,-9.35167,-140.078003
UAH,Ua Huka,French Polynesia,-8.93611,-139.552002
MTV,Ablow,Vanuatu,-13.66600037,167.7120056
SLH,Sola,Vanuatu,-13.85169983,167.5370026
TOH,Loh/Linua,Vanuatu,-13.32800007,166.6380005
EAE,Sangafa,Vanuatu,-17.09029961,168.3430023
CCV,Craig Cove,Vanuatu,-16.264999,167.923996
LOD,Longana,Vanuatu,-15.30669975,167.9669952
SSR,Pentecost Island,Vanuatu,-15.4708004,168.1519928
PBJ,Paama Island,Vanuatu,-16.43899918,168.2570038
LPM,Lamap,Vanuatu,-16.4611228,167.829253
LNB,Lamen Bay,Vanuatu,-16.58419991,168.1589966
MWF,Maewo Island,Vanuatu,-15,168.0829926
LNE,Lonorore,Vanuatu,-15.86559963,168.1719971
NUS,Norsup,Vanuatu,-16.0797,167.401001
ZGU,Gaua Island,Vanuatu,-14.21809959,167.5870056
RCL,Redcliffe,Vanuatu,-15.47200012,167.8350067
SON,Santo,Vanuatu,-15.50500011,167.2200012
TGH,Tongoa Island,Vanuatu,-16.89109993,168.5509949
ULB,Ambryn Island,Vanuatu,-16.3297,168.3011
VLS,Valesdir,Vanuatu,-16.79610062,168.177002
SWJ,Malekula Island,Vanuatu,-16.4864,167.4472
OLJ,Olpoi,Vanuatu,-14.88169956,166.5579987
AUY,Anelghowhat,Vanuatu,-20.24920082,169.7709961
AWD,Aniwa,Vanuatu,-19.2346,169.6009
DLY,Dillon's Bay,Vanuatu,-18.76939964,169.0010071
FTA,Futuna Island,Vanuatu,-19.51639938,170.2319946
IPA,Ipota,Vanuatu,-18.856389,169.283333
TGJ,Tiga,New Caledonia,-21.09609985,167.8040009
BMY,Waala,New Caledonia,-19.72060013,163.6609955
ILP,Île des Pins,New Caledonia,-22.58889961,167.4559937
FBD,Faizabad,Afghanistan,37.121101,70.518097
\N,Dawadmi,Saudi Arabia,24.5,44.40000153
AJF,Al-Jawf,Saudi Arabia,29.78510094,40.09999847
WAE,Wadi-al-dawasir,Saudi Arabia,20.50429916,45.19960022
KHD,Khorram Abad,Iran,33.4353981,48.28290176
BXR,Bam,Iran,29.08419991,58.45000076
RJN,Rafsanjan,Iran,30.29770088,56.05110168
BJB,Bojnourd,Iran,37.49300003,57.30820084
AFZ,Sabzevar,Iran,36.16809845,57.59519958
NSH,Noshahr,Iran,36.66329956,51.46469879
SRY,Dasht-e-naz,Iran,36.63579941,53.1935997
LRR,Lar,Iran,27.67469978,54.38330078
ADU,Ardabil,Iran,38.32569885,48.42440033
OMH,Uromiyeh,Iran,37.66809845,45.06869888
AAN,Al Ain,United Arab Emirates,24.26169968,55.60919952
BNP,Bannu,Pakistan,32.9729,70.527901
BHV,Bahawalpur,Pakistan,29.34810066,71.71800232
CJL,Chitral,Pakistan,35.88660049,71.80059814
DBA,Dalbandin,Pakistan,28.87829971,64.39980316
DEA,Dera Ghazi Khan,Pakistan,29.96100044,70.48590088
DSK,Dera Ismael Khan,Pakistan,31.90940094,70.89659882
JIW,Jiwani,Pakistan,25.06780052,61.80540085
HDD,Hyderabad,Pakistan,25.3181,68.366096
KDD,Khuzdar,Pakistan,27.79059982,66.64730072
ORW,Ormara Raik,Pakistan,25.27470016,64.58599854
PAJ,Parachinar,Pakistan,33.90209961,70.07160187
KDU,Skardu,Pakistan,35.33549881,75.53600311
SYW,Sehwan Sharif,Pakistan,26.47310066,67.71720123
TUK,Turbat,Pakistan,25.9864006,63.03020096
ISU,Sulaymaniyah,Iraq,35.5617485,45.31673813
KAC,Kamishly,Syria,37.02059937,41.19139862
GXF,Sayun Intl,Yemen,15.96609974,48.78829956
ADK,Adak Island,United States,51.87799835,-176.6459961
GST,Gustavus,United States,58.4253006,-135.7070007
SGY,Skagway,United States,59.46009827,-135.3159943
HCR,Holy Cross,United States,62.18830109,-159.7749939
HNS,Haines,United States,59.24380112,-135.5240021
KLG,Kalskag,United States,61.53630066,-160.3410034
MCG,Mcgrath,United States,62.95289993,-155.6060028
MOU,Mountain Village,United States,62.09540176,-163.6820068
ANI,Aniak,United States,61.58160019,-159.5429993
VAK,Chevak,United States,61.5409,-165.6005
WRG,Wrangell,United States,56.48429871,-132.3699951
OPU,Balimo,Papua New Guinea,-8.050000191,142.9329987
VMU,Baimuru,Papua New Guinea,-7.496860027,144.8199005
LUP,Molokai,United States,21.21100044,-156.973999
ENT,Eniwetok Atoll,Marshall Islands,11.34070015,162.3280029
LZN,Matsu Islands,Taiwan,26.1598,119.958
HCN,Hengchun,Taiwan,22.04109955,120.7300034
MFK,Matsu Islands,Taiwan,26.224199,120.002998
KUH,Kushiro,Japan,43.04100037,144.1929932
OKD,Sapporo,Japan,43.117447,141.38134
HSG,Saga,Japan,33.14970016,130.302002
NKM,Nagoya,Japan,35.25500107,136.923996
IWJ,Iwami,Japan,34.67639923,131.7899933
FKS,Fukushima,Japan,37.22740173,140.4309998
ONJ,Odate Noshiro,Japan,40.19189835,140.3710022
SYO,Shonai,Japan,38.81219864,139.7870026
MYE,Miyakejima,Japan,34.07360077,139.5599976
KUV,Kunsan,South Korea,35.90380096,126.6159973
MPK,Mokpo,South Korea,34.75889969,126.3799973
WJU,Wonju,South Korea,37.441201,127.963858
YNY,Sokcho / Gangneung,South Korea,38.061298,128.669006
HIN,Sacheon,South Korea,35.088591,128.071747
CJJ,Chongju,South Korea,36.717008,127.498741
SFS,Olongapo City,Philippines,14.79440022,120.2710037
CYU,Cuyo,Philippines,10.85809994,121.0690002
\N,General Santos City,Philippines,6.106440067,125.2350006
CGM,Camiguin,Philippines,9.253520012,124.7070007
JOL,Jolo,Philippines,6.05366993,121.0110016
TWT,Sanga Sanga,Philippines,5.046991,119.742996
SUG,Sangley Point,Philippines,9.755838326,125.4809475
TDG,Tandag,Philippines,9.072110176,126.1709976
WNP,Naga,Philippines,13.5848999,123.2699966
BSO,Basco,Philippines,20.4513,121.980003
SFE,San Fernando,Philippines,16.59560013,120.3030014
TUG,Tuguegarao,Philippines,17.64336768,121.7331505
VRC,Virac,Philippines,13.5763998,124.2060013
CYP,Calbayog City,Philippines,12.07269955,124.5449982
CRM,Catarman,Philippines,12.5024004,124.6360016
MBT,Masbate,Philippines,12.369682,123.630095
RXS,Roxas City,Philippines,11.59770012,122.7519989
TTG,Tartagal,Argentina,-22.6196003,-63.79370117
LHS,Las Heras,Argentina,-46.53829956,-68.96530151
OES,San Antonio Oeste,Argentina,-40.7512,-65.0343
ING,El Calafate,Argentina,-50.336102,-72.248596
GGS,Gobernador Gregores,Argentina,-48.7831,-70.150002
SST,Santa Teresita,Argentina,-36.5423,-56.7218
NEC,Necochea,Argentina,-38.4831,-58.8172
JDO,Juazeiro Do Norte,Brazil,-7.218959808,-39.27009964
LEC,Lençóis,Brazil,-12.4822998,-41.27700043
MEA,Macaé,Brazil,-22.34300041,-41.76599884
MII,Marília,Brazil,-22.19689941,-49.92639923
VDC,Vitória Da Conquista,Brazil,-14.86279964,-40.86309814
RIA,Santa Maria,Brazil,-29.711399,-53.688202
TOW,Toledo,Brazil,-24.6863,-53.697498
ESR,El Salvador,Chile,-26.31110001,-69.76519775
ZPC,Pucon,Chile,-39.2928009,-71.91590118
SOD,Sorocaba,Brazil,-23.478001,-47.490002
SCY,San Cristóbal,Ecuador,-0.910206,-89.617401
LOH,La Toma (Catamayo),Ecuador,-3.99589,-79.371902
ESM,Esmeraldas,Ecuador,0.978519022,-79.62660217
PSY,Stanley,Falkland Islands,-51.68569946,-57.77759933
CRC,Cartago,Colombia,4.75818,-75.9557
\N,Garzón,Colombia,2.1464,-75.6944
LQM,Puerto Leguízamo,Colombia,-0.182278,-74.7708
LPD,La Pedrera,Colombia,-1.32861,-69.5797
NQU,Nuquí,Colombia,5.6964,-77.2806
PDA,Puerto Inírida,Colombia,3.85353,-67.9062
EYP,Yopal,Colombia,5.31911,-72.384
GYA,Guayaramerín,Bolivia,-10.82059956,-65.34559631
PUR,Puerto Rico/Manuripi,Bolivia,-11.107663,-67.551155
RIB,Riberalta,Bolivia,-11,-66
REY,Reyes,Bolivia,-14.3044,-67.353401
SRJ,San Borja,Bolivia,-14.85919952,-66.73750305
ORG,Paramaribo,Suriname,5.81108,-55.190701
MVS,Mucuri,Brazil,-18.0489006,-39.86420059
\N,Caballococha,Peru,-3.916860104,-70.5082016
CJA,Cajamarca,Peru,-7.139180183,-78.48940277
HUU,Huánuco,Peru,-9.878809929,-76.20480347
NZC,Nazca,Peru,-14.85400009,-74.96150208
SRA,Santa Rosa,Brazil,-27.9067,-54.520401
\N,Maldonado,Uruguay,-34.91699982,-54.91699982
MYC,Maracay,Venezuela,10.24997807,-67.64942169
VIG,El Vigía,Venezuela,8.624139,-71.672668
JPR,Ji-Paraná,Brazil,-10.87080002,-61.8465004
BBQ,Codrington,Antigua and Barbuda,17.635799,-61.828602
DSD,Grande Anse,Guadeloupe,16.296902,-61.0844
BBR,Basse Terre,Guadeloupe,16.01329994,-61.74219894
SFC,St-François,Guadeloupe,16.25779915,-61.26250076
GBJ,Grand Bourg,Guadeloupe,15.86870003,-61.27000046
NEV,Charlestown,Saint Kitts and Nevis,17.20569992,-62.58990097
VIJ,Spanish Town,British Virgin Islands,18.44639969,-64.42749786
BQU,Bequia,Saint Vincent and the Grenadines,12.98840046,-61.26200104
UNI,Union Island,Saint Vincent and the Grenadines,12.60013485,-61.41194534
KOV,Kokshetau,Kazakhstan,53.329102,69.594597
PPK,Petropavlosk,Kazakhstan,54.77470016,69.18389893
DZN,Zhezkazgan,Kazakhstan,47.708302,67.733299
UKK,Ust Kamenogorsk,Kazakhstan,50.03659821,82.49420166
KSN,Kostanay,Kazakhstan,53.20690155,63.5503006
KVD,Ganja,Azerbaijan,40.73770142,46.31760025
NAJ,Nakhchivan,Azerbaijan,39.18880081,45.45840073
NER,Neryungri,Russia,56.91389847,124.9140015
PYJ,Yakutia,Russia,66.40039825,112.0299988
CKH,Chokurdah,Russia,70.62310028,147.9019928
CYX,Cherskiy,Russia,68.74060059,161.3379974
IKS,Tiksi,Russia,71.6977005,128.9029999
KXK,Komsomolsk-on-Amur,Russia,50.4090004,136.9340057
DYR,Anadyr,Russia,64.734902,177.740997
OHO,Okhotsk,Russia,59.4100647,143.0565033
UJE,Ujae Atoll,Marshall Islands,8.928059578,165.7619934
MPW,Mariupol International,Ukraine,47.0760994,37.44960022
VSG,Lugansk,Ukraine,48.41740036,39.37409973
OZH,Zaporozhye,Ukraine,47.86700058,35.31570053
KWG,Krivoy Rog,Ukraine,48.04330063,33.20999908
HRK,Kharkov,Ukraine,49.92480087,36.29000092
IFO,Ivano-Frankivsk,Ukraine,48.88420105,24.68610001
CWC,Chernovtsk,Ukraine,48.25930023,25.98080063
RWN,Rivne,Ukraine,50.60710144,26.14159966
UDJ,Uzhgorod,Ukraine,48.63430023,22.26339912
CSH,Solovetsky Islands,Russia,65.02999878,35.73333359
CEE,Cherepovets,Russia,59.27360153,38.01580048
AMV,Amderma,Russia,69.76329803,61.5564003
KSZ,Kotlas,Russia,61.2358017,46.69749832
PES,Petrozavodsk,Russia,61.8852005,34.15470123
GNA,Hrodna,Belarus,53.60200119,24.05380058
MVQ,Mogilev,Belarus,53.95489883,30.0951004
EIE,Yeniseysk,Russia,58.4742012,92.11250305
KYZ,Kyzyl,Russia,51.66939926,94.40059662
NOZ,Novokuznetsk,Russia,53.811401,86.877197
HTG,Khatanga,Russia,71.97810364,102.4909973
IAA,Igarka,Russia,67.43720245,86.62190247
\N,Grozny,Russia,43.29809952,45.78409958
NAL,Nalchik,Russia,43.51290131,43.63660049
OGZ,Beslan,Russia,43.20510101,44.60660172
ESL,Elista,Russia,46.37390137,44.33089828
WKK,Aleknagik,United States,59.2826004,-158.6179962
BLF,Bluefield,United States,37.29579926,-81.20770264
GLH,Greenville,United States,33.48289871,-90.98560333
PSC,Pasco,United States,46.26470184,-119.1190033
KQA,Akutan,United States,54.13377044,-165.7788956
LPS,Lopez,United States,48.48389816,-122.9380035
SLY,Salekhard,Russia,66.59079742,66.61100006
HMA,Khanty-Mansiysk,Russia,61.0284996,69.08609772
NYA,Nyagan,Russia,62.110001,65.614998
OVS,Sovetskiy,Russia,61.32662201,63.60191345
IJK,Izhevsk,Russia,56.8280983,53.45750046
KVX,Kirov,Russia,58.50329971,49.34830093
NYM,Nadym,Russia,65.48090363,72.69889832
RAT,Raduzhnyi,Russia,62.15859985,77.3289032
NFG,Nefteyugansk,Russia,61.10829926,72.65000153
KRO,Kurgan,Russia,55.47529984,65.41560364
LBD,Khudzhand,Tajikistan,40.2154007,69.69470215
AZN,Andizhan,Uzbekistan,40.72769928,72.29399872
FEG,Fergana,Uzbekistan,40.35879898,71.74500275
NMA,Namangan,Uzbekistan,40.98460007,71.55670166
NCU,Nukus,Uzbekistan,42.48839951,59.62329865
UGC,Urgench,Uzbekistan,41.58430099,60.64170074
KSQ,Khanabad,Uzbekistan,38.83359909,65.92150116
TMJ,Termez,Uzbekistan,37.2867012,67.30999756
RYB,Rybinsk,Russia,58.10419846,38.9294014
EGO,Belgorod,Russia,50.64379883,36.59009933
URS,Kursk,Russia,51.75059891,36.29560089
LPK,Lipetsk,Russia,52.70280075,39.53779984
VKT,Vorkuta,Russia,67.48860168,63.99309921
UUA,Bugulma,Russia,54.63999939,52.80170059
JOK,Yoshkar-Ola,Russia,56.70059967,47.90470123
CSY,Cheboksary,Russia,56.09030151,47.34730148
ULY,Ulyanovsk,Russia,54.40100098,48.80270004
OSW,Orsk,Russia,51.07249832,58.59560013
PEZ,Penza,Russia,53.11059952,45.02109909
SKX,Saransk,Russia,54.1251297,45.21225739
BWO,Balakovo,Russia,51.85829926,47.74560165
HBX,Hubli,India,15.36170006,75.0848999
KCT,Koggala,Sri Lanka,5.99368,80.32029724
WRZ,Wirawila,Sri Lanka,6.254489899,81.23519897
BBM,Battambang,Cambodia,13.09560013,103.223999
SHL,Shillong,India,25.70359993,91.97869873
GAU,Guwahati,India,26.10610008,91.58589935
DMU,Dimapur,India,25.88389969,93.77110291
TEZ,Tezpur,India,26.70910072,92.78469849
BZL,Barisal,Bangladesh,22.8010006,90.30120087
HOE,Huay Xai,Laos,20.25729942,100.4369965
BHR,Bharatpur,Nepal,27.678101,84.429398
BDP,Chandragarhi,Nepal,26.57080078,88.07959747
MEY,Meghauli,Nepal,27.5774,84.22875
KEP,Nepalgunj,Nepal,28.10359955,81.66699982
GAN,Gan Island,Maldives,-0.693342,73.155602
HAQ,Haa Dhaalu Atoll,Maldives,6.744229794,73.17050171
KDO,Laamu Atoll,Maldives,1.85916996,73.52189636
MAQ,Tak,Thailand,16.69989967,98.54509735
BMV,Buonmethuot,Vietnam,12.66829968,108.1200027
HPH,Haiphong,Vietnam,20.81940079,106.7249985
CXR,Nha Trang,Vietnam,11.99820042,109.2190018
VCS,Conson,Vietnam,8.73183,106.633003
VCA,Can Tho,Vietnam,10.08510017,105.711998
DIN,Dienbienphu,Vietnam,21.39749908,103.0080032
UIH,Phucat,Vietnam,13.955,109.042
PXU,Pleiku,Vietnam,14.00450039,108.0169983
VII,Vinh,Vietnam,18.73760033,105.6709976
BMO,Banmaw,Burma,24.2689991,97.24620056
TVY,Dawei,Burma,14.10389996,98.20359802
KAW,Kawthoung,Burma,10.04930019,98.53800201
LIW,Loikaw,Burma,19.69149971,97.21479797
MNU,Mawlamyine,Burma,16.44470024,97.66069794
BSX,Pathein,Burma,16.815201,94.7799
PKK,Pakhokku,Burma,21.4043,95.11125
SWQ,Sumbawa Island,Indonesia,-8.489040375,117.4120026
TMC,Waikabubak-Sumba Island,Indonesia,-9.40972,119.244003
BUI,Bokondini-Papua Island,Indonesia,-3.6822,138.6755
SEH,Senggeh-Papua Island,Indonesia,-3.45,140.779
TJS,Tanjung Selor-Borneo Island,Indonesia,2.835833333,117.3736111
DTD,Datadawai-Borneo Island,Indonesia,0.8106,114.5306
BEJ,Tanjung Redep-Borneo Island,Indonesia,2.1555,117.431999
TJG,Tanjung-Borneo Island,Indonesia,-2.216559887,115.435997
SMQ,Sampit-Borneo Island,Indonesia,-2.499190092,112.9749985
LUV,Langgur-Kei Islands,Indonesia,-5.66162014,132.7310028
ARD,Alor Island,Indonesia,-8.132340431,124.5970001
BLG,Belaga,Malaysia,2.650000095,113.7669983
LGL,Long Datih,Malaysia,3.421000004,115.1539993
ODN,Long Seridan,Malaysia,3.967000008,115.0500031
MKM,Mukah,Malaysia,2.90639,112.080002
BKM,Bakalalan,Malaysia,3.973999977,115.6179962
LWY,Lawas,Malaysia,4.84917,115.407997
BBN,Bario,Malaysia,3.733890057,115.4789963
TMG,Tomanggong,Malaysia,5.40257,118.65763
KUD,Kudat,Malaysia,6.922500134,116.8359985
TKG,Bandar Lampung-Sumatra Island,Indonesia,-5.240556,105.175556
HLP,Jakarta,Indonesia,-6.266610146,106.8909988
NTX,Ranai-Natuna Besar Island,Indonesia,3.90871,108.388
PSU,Putussibau-Borneo Island,Indonesia,0.835578024,112.9369965
SQG,Sintang-Borneo Island,Indonesia,0.063619003,111.4729996
PDO,Talang Gudang-Sumatra Island,Indonesia,-3.286070108,103.8799973
LSW,Lhok Seumawe-Sumatra Island,Indonesia,5.226679802,96.95030212
PKG,Pangkor Island,Malaysia,4.244719982,100.5530014
LBW,Long Bawan-Borneo Island,Indonesia,3.9028,115.6921
NNX,Nunukan-Nunukan Island,Indonesia,4.133333333,117.6666667
LPU,Long Apung-Borneo Island,Indonesia,1.704486,114.970297
ALH,Albany,Australia,-34.94329834,117.8089981
GYL,Argyle,Australia,-16.6369,128.451004
AUU,Aurukun,Australia,-13.354067,141.72065
BCI,Barcaldine,Australia,-23.56529999,145.3070068
BDD,Badu Island,Australia,-10.14999962,142.1734
BVI,Birdsville,Australia,-25.89749908,139.3480072
BHQ,Broken Hill,Australia,-32.00139999,141.4720001
HTI,Hamilton Island,Australia,-20.35810089,148.9519959
BEU,Bedourie,Australia,-24.34609985,139.4600067
BRK,Bourke,Australia,-30.03919983,145.9519958
BUC,Burketown,Australia,-17.74860001,139.5339966
GIC,Boigu,Australia,-9.232780457,142.2180023
OKY,Oakey,Australia,-27.41139984,151.7350006
BQL,Boulia,Australia,-22.91329956,139.8999939
BHS,Bathurst,Australia,-33.40940094,149.6519928
BLT,Blackwater,Australia,-23.60309982,148.8070068
CVQ,Carnarvon,Australia,-24.880211,113.67174
CAZ,Cobar,Australia,-31.53829956,145.7940063
CPD,Coober Pedy,Australia,-29.04000092,134.720993
